0.19231,0.038462,0.038462,0.19231,0.038462,0,0,0.15385,0.15385,0,0,0,0.15385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17143,0.085714,0.057143,0.057143,0,0,0.11429,0,0,0.057143,0.057143,0.028571,0.057143,0,0,0.028571,0,0.028571,0,0,0,0.028571,0,0,0,0,0,0,0.028571,0,0.028571,0,0,0,0.085714,0,0,0,0.028571,0.028571,0.028571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15625,0.09375,0.09375,0.03125,0.0625,0.03125,0.0625,0.03125,0.0625,0,0,0.0625,0.03125,0.03125,0,0,0,0,0,0,0,0.03125,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.0625,0.0625
0.20139,0.097222,0.090278,0.083333,0.090278,0.013889,0.041667,0.076389,0.083333,0,0.0069444,0.013889,0.076389,0,0.013889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055556,0,0,0,0.0069444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020833,0.013889,0.013889
0.27778,0.11111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.19113,0.09215,0.05802,0.054608,0.068259,0.010239,0.044369,0.054608,0.075085,0.0068259,0.027304,0.020478,0.098976,0.0068259,0.013652,0,0,0,0,0.003413,0.003413,0,0,0,0.0068259,0,0,0,0,0,0,0,0,0.064846,0,0,0,0,0.051195,0,0.010239,0,0,0,0,0,0.003413,0,0,0.0068259,0,0.003413,0,0.003413,0,0,0,0,0,0,0,0.010239,0.003413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068259
0.2,0.2,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20339,0.13559,0.016949,0.050847,0.016949,0.016949,0.050847,0.050847,0.10169,0,0,0.050847,0.10169,0,0,0,0,0,0,0,0,0.016949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084746,0,0.050847,0,0,0.016949,0,0,0,0,0.016949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016949,0,0,0,0,0
0.19672,0.098361,0.04918,0.065574,0.04918,0,0.13115,0.081967,0.098361,0.016393,0.016393,0.04918,0.04918,0,0,0.016393,0,0.016393,0,0,0.016393,0,0,0,0,0.016393,0,0,0,0,0,0,0,0,0,0,0.016393,0,0.016393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16279,0.093023,0.11628,0.093023,0.10465,0.011628,0.023256,0.011628,0.023256,0.034884,0.069767,0.011628,0.069767,0,0.011628,0,0,0,0.011628,0,0,0,0,0,0,0,0,0.011628,0,0,0,0,0,0,0,0.011628,0,0,0.081395,0,0.011628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011628,0,0,0,0.011628,0,0,0,0,0,0.011628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
